hotel_name,road_addr,hotel_id,region,market,결정 등급,객실수,호텔규모,업태구분명,속성정보,lat,lng
월미도 관광호텔,인천 중구 월미로 274,597,경기,국내,1성,46.0,100개 미만,관광호텔업,분류,37.4724321242381,126.596808136116
스텔라마리스,인천 중구 반달로3번길 16,598,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.4769747484092,126.600451210035
인천 위너스 호텔,인천 중구 왕산로 40,599,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.4612810806889,126.368687466973
인천 파크우드,인천 중구 마시란로 34,600,경기,국내,2성,52.0,100개 미만,관광호텔업,분류,37.42621913392481,126.42179191565864
인천 씨월드호텔,인천 중구 용유서로479번길 50-7,601,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.464419941819614,126.3693223247547
인천 호텔오션뷰,인천 중구 선녀바위로55번길 13,602,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.44197784238449,126.37867507349254
오션사이드 관광호텔,인천 중구 마시란로 40,603,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.4265388786151,126.42121666064016
레이관광호텔,인천 중구 을왕로58번길 7,604,경기,국내,1성,30.0,100개 미만,관광호텔업,분류,37.4495540254681,126.371727393852
인천프린스관광호텔,인천 중구 용유서로172번길 22,605,경기,국내,미등급,31.0,100개 미만,관광호텔,분류,37.4495297095384,126.389139673708
호텔 ORA,강원 춘천시 스포츠타운길 376,606,강원,국내,미등급,미분류,200개 이상,미분류,미분류,37.87084081412554,127.6990671414068
더프린스 호텔,인천 중구 을왕로58번길 5,607,경기,국내,2성,41.0,100개 미만,관광호텔업,분류,37.449412167886045,126.37155036092923
쉐라톤 그랜드 인천,인천 연수구 컨벤시아대로 153,608,경기,국내,5성,321.0,200개 이상,관광호텔업,분류,37.39035492384448,126.64528376126022
오라카이송도파크호텔,인천 연수구 테크노파크로 151,609,경기,국내,4성,275.0,200개 이상,관광호텔업,분류,37.3881239760938,126.640797766722
호텔시애틀 인천공항,인천 중구 신도시남로150번길 8,610,경기,국내,2성,43.0,100개 미만,관광호텔업,분류,37.4944462631105,126.491484426877
그랜드하얏트 인천,인천 중구 영종해안남로321번길 208,611,경기,국내,5성,1024.0,200개 이상,관광호텔업,분류,37.44060223991513,126.45740694661126
베스트웨스턴 인천에어포트,인천 중구 공항로424번길 48-27,612,경기,국내,4성,305.0,200개 이상,관광호텔업,분류,37.43841396537695,126.4596284195297
호텔 준,인천 중구 신도시남로150번길 18,613,경기,국내,2성,48.0,100개 미만,관광호텔업,분류,37.4944147513408,126.492558448563
제우메스관광호텔,인천 중구 흰바위로59번길 31,614,경기,국내,2성,60.0,100개 미만,관광호텔업,분류,37.4943549465925,126.492878190972
인천공항호텔,인천 중구 신도시남로149번길 11,615,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.49448821047079,126.48909475912173
오크우드프리미어인천호텔,인천 연수구 컨벤시아대로 165,616,경기,국내,5성,423.0,200개 이상,가족호텔업,분류,37.389276842196,126.644229627529
송도센트럴파크호텔,인천 연수구 테크노파크로 193,617,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.3903632245344,126.637620690296
네스트호텔(NEST HOTEL),인천 중구 용유동 영종해안남로 19-5,618,경기,국내,5성,370.0,200개 이상,관광호텔업,분류,37.4245606805297,126.425382234647
경원재엠베서더호텔,인천 연수구 테크노파크로 200,619,경기,국내,5성,30.0,100개 미만,한국전통호텔업,분류,37.39147527544444,126.63768422201431
홀리데이인인천송도호텔,인천 연수구 인천타워대로 251,620,경기,국내,4성,202.0,200개 이상,관광호텔업,분류,37.39309172172292,126.63301589479856
파라다이스시티,인천 중구 영종해안남로321번길 186,621,경기,국내,5성,769.0,200개 이상,관광호텔업,분류,37.437211074757,126.455768727895
호텔 스카이파크,인천 연수구 컨벤시아대로 233,622,경기,국내,3성,241.0,200개 이상,관광호텔업,분류,37.3843699326277,126.638891601276
프레시아 관광호텔,인천 강화군 길상면 전등사로 41,623,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.6321438399835,126.490996225353
호텔 에버리치,인천 강화군 강화읍 화성길50번길 43,624,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.7350014531584,126.474433265547
이코노미호텔 가평점,경기 가평군 설악면 유명로 1808-20,625,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.6782183213194,127.473853047759
클럽인너호텔앤리조트,경기 가평군 가평읍 북한강변로 382,626,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.7619599552712,127.5418747161826
파로티아 워터하우스호텔,경기 가평군 설악면 미사리로 707-98,627,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.71808,127.54174
캐비어파크알앤디리조트,경기 가평군 상면 덕현산장길 43-19,628,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.7538022995466,127.413486550892
까사32,경기 가평군 설악면 유명로 2384,629,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.7111430116234,127.445458775389
소노캄 고양,경기 고양시 일산동구 태극로 20,630,경기,국내,5성,826.0,200개 이상,관광호텔업,분류,37.6619253545306,126.750808685393
호텔 더 윈,경기 고양시 덕양구 원흥3로 6-14,631,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.64765991309652,126.87512895508942
라까사호텔 광명,경기 광명시 일직로12번길 22,632,경기,국내,3성,194.0,200개 미만,관광호텔업,분류,37.4212480528228,126.882023754299
광명 제이에스부티크호텔,경기 광명시 오리로854번길 16-18,633,경기,국내,2성,88.0,100개 미만,관광호텔업,분류,37.4742762128705,126.868856520846
김포 라인플러스호텔,경기 김포시 통진읍 김포대로 2337-1,634,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.69438969460757,126.58773933362475
김포 아리수호텔,경기 김포시 태장로795번길 123,635,경기,국내,1성,66.0,100개 미만,관광호텔업,분류,37.6379309,126.6825156
호텔라르김포,경기 김포시 고촌읍 장차로5번길 5-9,636,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.602701616121,126.76928405074644
레스트호텔,경기 김포시 태장로795번길 151,637,경기,국내,3성,70.0,100개 미만,관광호텔업,분류,37.639908769551965,126.6851359346077
펜타스타호텔,경기 김포시 태장로795번길 111,638,경기,국내,2성,69.0,100개 미만,관광호텔업,분류,37.6386485720567,126.683555066883
아셈호텔,경기 김포시 태장로795번길 145,639,경기,국내,3성,73.0,100개 미만,관광호텔업,분류,37.63953600000001,126.6845957
스타비아 관광호텔,경기 김포시 태장로795번길 147,640,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.64028590645376,126.68465847668467
골드관광호텔,경기 남양주시 별내면 청학로92번길 133,641,경기,국내,2성,48.0,100개 미만,관광호텔업,분류,37.7093864208741,127.11086444758028
호텔더메이,경기 남양주시 별내2로 70,642,경기,국내,3성,125.0,200개 미만,관광호텔업,분류,37.6467333390552,127.125213961112
제이디관광호텔,경기 남양주시 진접읍 해밀예당1로 50-44,643,경기,국내,2성,71.0,100개 미만,관광호텔업,분류,37.71198590667474,127.18760214398772
CH관광호텔,경기 남양주시 별내면 청학로 77,644,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.7072751724324,127.118547810525
파비아 관광호텔,경기 부천시 부일로 510,645,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.485038,126.786591
테마파크관광호텔,경기 부천시 길주로 69,646,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.506358,126.75008
제니스관광호텔,경기 부천시 길주로77번길 19-24,647,경기,국내,1성,59.0,100개 미만,관광호텔업,분류,37.50698562728966,126.74999909280388
부천호텔,경기 부천시 길주로 131,648,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.5059944021486,126.757197265463
폴라리스관광호텔,경기 부천시 소향로13번길 27,649,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.5050915200733,126.749055394078
고려호텔,경기 부천시 길주로 66,650,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.5053772335664,126.749524923122
리젠시호텔,경기 성남시 분당구 황새울로 352,651,경기,국내,1성,56.0,100개 미만,관광호텔업,분류,37.3867950508585,127.124193214643
성남 갤러리,경기 성남시 분당구 운중로146번길 29,652,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.39027659861198,127.08177885308147
호텔에스알,경기 부천시 석천로178번길 22,653,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.5028635525146,126.76402288221254
성남 바인호텔,경기도 성남시 중원구 산성대로 184,654,경기,국내,2성,66.0,100개 미만,관광호텔업,분류,37.43606330000001,127.1392599
메이트호텔,경기 성남시 분당구 황새울로335번길 7,655,경기,국내,2성,62.0,100개 미만,관광호텔업,분류,37.38617788888425,127.12155442342636
코트야드 바이 메리어트 서울 판교,경기 성남시 분당구 판교역로192번길 12,656,경기,국내,4성,282.0,200개 이상,관광호텔업,분류,37.3974981453401,127.11073542583
성남 루이스,경기 성남시 중원구 광명로 22-1,657,경기,국내,2성,100.0,200개 미만,관광호텔업,분류,37.43296231471363,127.13174477829122
성남 밀리토피아,경기 성남시 수정구 위례대로 83,658,경기,국내,4성,149.0,200개 미만,관광호텔업,분류,37.467552,127.144131
호텔야자 관광호텔,"경기 성남시 수정구 위례광장로 9-10 9, 10층",659,경기,국내,1성,35.0,100개 미만,관광호텔업,분류,37.464812,127.14083
서머셋센트럴분당,경기 성남시 분당구 황새울로311번길 36,660,경기,국내,3성,206.0,200개 이상,관광호텔업,분류,37.3865566748732,127.121207244573
카인드호텔,경기 성남시 분당구 황새울로329번길 10,661,경기,국내,3성,92.0,100개 미만,관광호텔업,분류,37.38625107921,127.121352417489
서울 그래비티 판교,경기 성남시 분당구 판교역로146번길 2,662,경기,국내,4성,306.0,200개 이상,관광호텔업,분류,37.39339368891012,127.11009472551052
코리아관광호텔,경기 수원시 팔달구 권광로175번길 62,663,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.2643054454002,127.028991248365
MS HOTEL,부산 해운대구 해운대해변로 271,664,부산,국내,미등급,미분류,200개 이상,미분류,미분류,35.1598100822894,129.161065011863
랜드마크호텔,경기 수원시 영통구 봉영로 1591,665,경기,국내,2성,104.0,200개 미만,관광호텔업,분류,37.2535364244665,127.072551212009
이비스앰배서더수원,경기 수원시 팔달구 권광로 132,666,경기,국내,3성,215.0,200개 이상,관광호텔업,분류,37.2592409945955,127.03131602714598
실크로드호텔,경기 수원시 팔달구 경수대로466번길 28,667,경기,국내,3성,90.0,100개 미만,관광호텔업,분류,37.267098767128445,127.02861351149214
심포니관광호텔,경기 수원시 영통구 반달로128번길 13,668,경기,국내,2성,64.0,100개 미만,관광호텔업,분류,37.2546041562482,127.075442421474
아모르관광호텔,경기 수원시 영통구 반달로128번길 9,669,경기,국내,미등급,64.0,100개 미만,관광호텔,분류,37.254458632891,127.075308475909
라마다 프라자 수원,경기 수원시 팔달구 중부대로 150,670,경기,국내,4성,287.0,200개 이상,관광호텔업,분류,37.27773006251538,127.03243997176952
노보텔 앰배서더 수원,경기 수원시 팔달구 덕영대로 902,671,경기,국내,4성,287.0,200개 이상,관광호텔업,분류,37.26848081506677,126.99909806037007
타소스호텔,경기 수원시 권선구 권선로669번길 26,672,경기,국내,1성,42.0,100개 미만,관광호텔업,분류,37.260968845701,127.025230382182
자니비,경기 수원시 팔달구 권광로175번길 31-6,673,경기,국내,미등급,29.0,100개 미만,일반호텔,분류,37.2635122055542,127.030280633188
도노호텔,강원 동해시 중앙로 210-1,674,강원,국내,미등급,미분류,200개 이상,미분류,미분류,37.519904,129.115988
로얄프라임호텔,경기 수원시 권선구 금곡로197번길 17-10,675,경기,국내,2성,65.0,100개 미만,관광호텔업,분류,37.2744843550611,126.951313944488
알렉스72호텔,경기 수원시 팔달구 효원로235번길 35,676,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.2645976420117,127.027913597894
홀리데이인익스프레스 수원인계,경기 수원시 팔달구 인계로 116,677,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.2674065471463,127.030129992356
호텔 아르떼,경기 수원시 팔달구 인계로108번길 37,678,경기,국내,3성,54.0,100개 미만,관광호텔업,분류,37.26613635032266,127.02904155537615
호텔리츠,경기 수원시 팔달구 권광로134번길 44-11,679,경기,국내,3성,45.0,100개 미만,관광호텔업,분류,37.25846549915948,127.03350261999972
해시 호텔,경기 수원시 팔달구 갓매산로 72-1,680,경기,국내,1성,46.0,100개 미만,관광호텔업,분류,37.2700431856491,127.003022687638
코트야드 메리어트 수원,경기 수원시 영통구 광교호수공원로 320,681,경기,국내,4성,288.0,200개 이상,관광호텔업,분류,37.28461169574131,127.0574928766068
아이비스테이,경기 수원시 팔달구 갓매산로76번길 9,682,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.27043515530479,127.00227520151948
마루호텔,경기 수원시 팔달구 고화로9번길 33,683,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.269621370958845,127.00626857497475
호텔 잇츠더블유,경기 수원시 팔달구 고화로13번길 23,684,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.2700889937414,127.006593318913
수원 호텔 가덴,경기 수원시 권선구 경수대로335번길 12,685,경기,국내,2성,29.0,100개 미만,소형호텔업,분류,37.25706989524014,127.0213501992704
더베이21 관광호텔,경기 시흥시 오이도로 123-1,686,경기,국내,2성,27.0,100개 미만,소형호텔업,분류,37.34790763147161,126.69047655781682
WEST RAVEN 호텔,경기 시흥시 옥터로 3,687,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.3475049348772,126.692920502788
빨간등대 관광호텔,경기 시흥시 오이도로135번길 10,688,경기,국내,1성,29.0,100개 미만,소형호텔업,분류,37.3474819330144,126.688944537533
시흥 서울투어리스트 호텔,경기 시흥시 군자천로 315,689,경기,국내,2성,59.0,100개 미만,관광호텔업,분류,37.34523495206339,126.73329634181832
씨하이호텔,경기 시흥시 오이도로135번길 72,690,경기,국내,1성,29.0,100개 미만,소형호텔업,분류,37.34216743929014,126.68680421303398
안산 서원관광호텔,경기 안산시 상록구 서암로 8,691,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.3021549097927,126.850008311533
아우라관광호텔,경기 안산시 상록구 양지편로 10,692,경기,국내,2성,70.0,100개 미만,관광호텔업,분류,37.3079003109276,126.84890724039872
IMT관광호텔,경기 안산시 상록구 성호로1길 12-4,693,경기,국내,2성,39.0,100개 미만,관광호텔업,분류,37.309669316846,126.868778608034
대부도호텔 마리나,경기 안산시 단원구 사근여길 5,694,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.2855389316839,126.57308435713183
C&B HOTEL,광주 동구 중앙로160번길 29,695,전라,국내,미등급,미분류,200개 이상,미분류,미분류,35.14668828118806,126.91589571863167
HOTEL SQUARE by savills,경기 안산시 단원구 동산로 81,696,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.314423434314,126.798997931128
호텔클로버,경기 안산시 상록구 양지편로 22,697,경기,국내,2성,88.0,100개 미만,관광호텔업,분류,37.3086099542416,126.850031586753
안산 엠블던,경기 안산시 단원구 중앙대로 869,698,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.3173665272258,126.832794062252
로자벨호텔,경기 안산시 단원구 원곡공원로 1,699,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.3337469115307,126.791679578403
호텔 마에스트로,경기 안성시 양성면 안성맞춤대로 2134-36,700,경기,국내,3성,25.0,100개 미만,소형호텔업,분류,37.10463941617246,127.25864659125912
코암관광호텔,경기 안양시 만안구 만안로 101,701,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.39178426358551,126.93137209679055
센트럴 관광호텔,경기 안양시 동안구 흥안대로 513,702,경기,국내,1성,52.0,100개 미만,관광호텔업,분류,37.39972269114484,126.97631787069108
삼원프라자호텔,경기 안양시 만안구 장내로139번길 7,703,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.39822749179309,126.92264639517072
어반뷰티크 호텔,경기 안양시 동안구 흥안대로 497,704,경기,국내,3성,80.0,100개 미만,관광호텔업,분류,37.3984268634917,126.976425568418
CS프리미어호텔,경기 안양시 만안구 경수대로 1180,705,경기,국내,3성,157.0,200개 미만,관광호텔업,분류,37.4159809154814,126.91692689082
이루다관광호텔,경기 안양시 만안구 만안로 71,706,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.389601,126.932901
현대 블룸비스타,경기 양평군 강하면 강남로 316,707,경기,국내,4성,292.0,200개 이상,관광호텔업,분류,37.500059556374,127.421796937443
쉐르빌온천관광호텔,경기 양평군 개군면 신내길7번길 37,708,경기,국내,3성,68.0,100개 미만,관광호텔업,분류,37.4682261888231,127.530864623764
한화리조트 양평,경기 양평군 옥천면 신촌길 188,709,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.5668694711227,127.457044427093
여주 썬밸리 호텔,경기 여주시 강변유원지길 45,710,경기,국내,4성,202.0,200개 이상,관광호텔업,분류,37.2915728,127.6645132
호텔 디,경기 오산시 원동로 5,711,경기,국내,1성,59.0,100개 미만,관광호텔업,분류,37.1426072338707,127.069158516163
얼레이,경기 용인시 기흥구 신정로 231,712,경기,국내,3성,100.0,200개 미만,관광호텔업,분류,37.28850210572818,127.09775667194366
아스트로,경기 용인시 수지구 포은대로 479,713,경기,국내,2성,94.0,100개 미만,관광호텔업,분류,37.3241321909168,127.102242490491
파인 관광호텔,경기 용인시 기흥구 삼성2로96번길 29-49,714,경기,국내,2성,35.0,100개 미만,관광호텔업,분류,37.21918594654271,127.08461444678656
소설스미스 호텔,경기 용인시 기흥구 민속촌로 57,715,경기,국내,미등급,35.0,100개 미만,관광호텔,분류,37.2558083445663,127.111089055391
더숨디앤씨,경기 용인시 처인구 포곡읍 성산로 633,716,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.2867129280392,127.208339547549
제이비스(JBIS) 호텔,경기 의정부시 청사로6번길 19-7,717,경기,국내,2성,58.0,100개 미만,관광호텔업,분류,37.7496078946751,127.072115974965
의정부 라트리 호텔(Uijeongbu La Tree Hotel),경기 의정부시 청사로6번길 19-13,718,경기,국내,2성,58.0,100개 미만,관광호텔업,분류,37.74976742691981,127.07201627739356
더 클라우드 호텔,제주특별자치도 서귀포시 성산읍 한도로 269-37,719,제주,국내,미등급,미분류,200개 이상,미분류,미분류,33.4690914875171,126.935227114179
호텔 미란다,경기 이천시 중리천로115번길 45,720,경기,국내,미등급,192.0,200개 미만,관광호텔,분류,37.2761764661251,127.450928773063
호텔더클래스,경기 이천시 중리천로 126-19,721,경기,국내,2성,72.0,100개 미만,관광호텔업,분류,37.2758099561354,127.447787558651
에덴낙원,경기 이천시 마장면 서이천로 449-82,722,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.26200709274342,127.3932224595434
호텔CC,서울 영등포구 영중로6길 23-6,723,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.51804597390011,126.90884140338284
메이트호텔,경기 성남시 분당구 황새울로335번길 7,724,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.38617788888425,127.12155442342636
호텔시에나,경기 파주시 소리천로 31,725,경기,국내,3성,100.0,200개 미만,관광호텔업,분류,37.7156103001849,126.761875349348
골든힐 관광호텔,경기 파주시 탄현면 성동로 36-30,726,경기,국내,2성,80.0,100개 미만,관광호텔업,분류,37.7767996311118,126.68786958416406
파주 오블라디 리조트,경기 파주시 문산읍 문현말길 113-10,727,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.846672,126.771097
호텔 뷰티풀,경기 파주시 중앙로 94-9,728,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.75166712448405,126.79343309954196
가보호텔,경기 평택시 평택5로76번길 18-10,729,경기,국내,미등급,미분류,200개 이상,미분류,미분류,36.99306064944288,127.11288502890464
평택스테이관광호텔,경기 평택시 평택1로 7,730,경기,국내,2성,67.0,100개 미만,관광호텔업,분류,36.99278720067268,127.0865714711729
평택 아시아 관광호텔,경기 평택시 신장로 33,731,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.0790228493342,127.050987705186
평택 메트로폴 호텔,경기 평택시 관광특구로 24,732,경기,국내,2성,50.0,100개 미만,관광호텔업,분류,37.0665975659603,127.061371364182
이끌림 클래식 호텔,경기 평택시 포승읍 평택항로184번길 3-13,733,경기,국내,미등급,미분류,200개 이상,미분류,미분류,36.9763403779637,126.842265112505
호텔 갤러리,경기 포천시 소흘읍 죽엽산로 432-17,734,경기,국내,1성,45.0,100개 미만,관광호텔업,분류,37.796193948806746,127.16459265538948
호텔 연,제주특별자치도 서귀포시 솔동산로22번길 17-2,735,제주,국내,미등급,미분류,200개 이상,미분류,미분류,33.2439429529686,126.562125064971
그린피아 관광호텔,경기 화성시 세자로 438,736,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.20377281168228,126.98342186867455
월드관광호텔,경기 화성시 향남읍 발안공단로5길 7-23,737,경기,국내,1성,80.0,100개 미만,관광호텔업,분류,37.0861143289843,126.90858856964716
스카이 관광호텔,제주특별자치도 제주시 서광로29길 3,738,제주,국내,미등급,미분류,200개 이상,미분류,미분류,33.50071390283031,126.52652863210407
제이스 관광호텔,경기 화성시 팔탄면 버들로1597번길 28,739,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.116444702281306,126.87546324558993
신라스테이 동탄,경기 화성시 노작로 161,740,경기,국내,3성,286.0,200개 이상,관광호텔업,분류,37.2024889856111,127.073196212033
롤링힐스 호텔,경기 화성시 남양읍 시청로 290,741,경기,국내,4성,228.0,200개 이상,관광호텔업,분류,37.1901763892666,126.838751256653
베니키아 더에이치 호텔,경기 화성시 남양읍 역골로 3-12,742,경기,국내,3성,90.0,100개 미만,관광호텔업,분류,37.20035705547146,126.82826751429069
호텔 푸르미르,경기 화성시 효행로 480,743,경기,국내,3성,239.0,200개 이상,관광호텔업,분류,37.20893691704586,126.98478047050232
엘가관광호텔,경기 화성시 향남읍 평6길 46-1,744,경기,국내,2성,74.0,100개 미만,관광호텔업,분류,37.130080637280585,126.90821611039785
율암힐호텔,경기 화성시 팔탄면 온천로 434-26,745,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.1512845879017,126.88287278064138
신안비치호텔,전남 목포시 해안로 2,746,전라,국내,3성,128.0,200개 미만,관광호텔업,분류,34.785508467954024,126.36921802140547
목포 샹그리아비치,전남 목포시 평화로 79,747,전라,국내,3성,71.0,100개 미만,관광호텔업,분류,34.797102421109095,126.43339481907964
목포 폰타나비치 호텔,전남 목포시 평화로 69,748,전라,국내,3성,67.0,100개 미만,관광호텔업,분류,34.79653863315067,126.4323387422136
호텔몬다비,전남 목포시 수강로4번길 33,749,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.78773798869536,126.38818598725868
유토피아가족호텔,전남 목포시 평화로 65-9,750,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.7969803632681,126.431962003851
목포 호텔 유달,전남 목포시 해안로 2,751,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.785508467954024,126.36921802140547
호텔마띠유여수,전남 여수시 오동도로 20,752,전라,국내,3성,43.0,100개 미만,관광호텔업,분류,34.7451810241321,127.744854452262
샹보르관광호텔,전남 여수시 공화남2길 20,753,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.7447993676004,127.74240490151
비앤비치관광호텔,전남 여수시 시청서6길 25,754,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.7565670345352,127.65957891703
나르샤관광호텔,전남 여수시 시청서6길 3,755,전라,국내,2성,48.0,100개 미만,관광호텔업,분류,34.7563542844991,127.65724869924986
H·S관광호텔,전남 여수시 오동도로 74,756,전라,국내,2성,49.0,100개 미만,관광호텔업,분류,34.7431442113345,127.750086495402
디오션리조트호텔,전남 여수시 소호로 295,757,전라,국내,3성,136.0,200개 미만,관광호텔업,분류,34.73186975455543,127.6442167403837
유캐슬호텔,전남 여수시 소라면 안심산길 155,758,전라,국내,3성,86.0,100개 미만,관광호텔업,분류,34.747911242414574,127.64145820546894
베니키아호텔여수,전남 여수시 시청서6길 19,759,전라,국내,2성,49.0,100개 미만,관광호텔업,분류,34.75656975471871,127.65907653497622
여수와이오션관광호텔,전남 여수시 망양로 20,760,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.75858150579926,127.74964175813652
오동도호텔,전남 여수시 오동도로 102,761,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.741556826562004,127.7522834004188
여수 호텔더시티,전남 여수시 좌수영로 641,762,전라,국내,3성,55.0,100개 미만,관광호텔업,분류,34.77758145703071,127.6899613054944
더 엘 관광호텔(THE L HOTEL),전남 여수시 이순신광장로 135,764,전라,국내,1성,35.0,100개 미만,관광호텔업,분류,34.7378825351066,127.738798843733
벨메르 바이 한화호텔앤드리조트,전남 여수시 웅천남4로 17,765,전라,국내,4성,100.0,200개 미만,관광호텔업,분류,34.7428095642887,127.672884010945
한옥호텔 오동재,전남 여수시 박람회길 99,766,전라,국내,3성,40.0,100개 미만,한국전통호텔업,분류,34.7554896059074,127.74658088386
베니키아 노블 호텔,서울 종로구 율곡로6길 13-3,767,서울,국내,1성,34.0,100개 미만,관광호텔업,분류,37.57666454782383,126.98967000156222
여수 지인호스텔,전남 여수시 돌산읍 강남2길 42-2,768,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.7190033417168,127.751497204019
용비치 관광호스텔,전남 여수시 돌산읍 진두해안길 76,769,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.7329343564437,127.743429948277
백패커스인여수호스텔,전남 여수시 공화남2길 14,770,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.74525246522241,127.74289818305998
라테라스 코브 스위트,전남 여수시 돌산읍 진모1길 29-12,771,전라,국내,미등급,88.0,100개 미만,숙박업(생활),분류,34.70872902874388,127.7564777678099
여수 씨스타,전남 여수시 소호1길 40,772,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.74726277272011,127.6579159984834
여수 지뜨,전남 여수시 여수시민로 1,773,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.7368894176066,127.749942614128
아리아 호스텔,전남 여수시 망양로 185,774,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.7713755511882,127.746610320659
낭만밤바다 호스텔,전남 여수시 이순신광장로 159,775,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.737388422309515,127.74131547694766
폴로니아 호스텔,전남 여수시 동문로 139,776,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.74841606396625,127.74471749991616
MJ호스텔,전남 여수시 오동도로 86,777,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.742537880740564,127.75091420298456
라포즈 호스텔,전남 여수시 돌산읍 돌산로 3169-26,778,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.70238392857556,127.75621154035537
여수 낭만 153,전남 여수시 이순신광장로 202,779,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.7390409993435,127.744809171699
여수비치리조트,전남 여수시 돌산읍 돌산로 3169-27,780,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.7024767843917,127.757660755767
여수 글로리아,전남 여수시 화양면 옥천로 1063-1,781,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.7436252693402,127.585967096387
르그랑블루,전남 여수시 돌산읍 무술목길 34,782,전라,국내,미등급,18.0,100개 미만,숙박업(생활),분류,34.687454555907,127.77775589542463
꿀잠호텔,전남 여수시 공화남2길 12,783,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.74545891527485,127.74304090313014
나폴리,전남 여수시 돌산읍 진두해안길 68,784,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.7331202000295,127.74251772041104
여수 카멜리아,전남 여수시 돌산읍 금천1길 45,785,전라,국내,미등급,미분류,200개 이상,미분류,미분류,34.63947126792151,127.725503498786
